customer_id,age,gender,ethnicity,current_grade,projected_grade,previous_sale,warm_lead,medium_lead,cold_lead
3301600748,27,Other,African-American,20.94064,47.24,0,0,1,0
3301598900,39,Male,Caucasian,2.46017,23.79,0,0,0,0
3301598579,21,Female,Caucasian,1.28126,43.16,0,0,0,0
1055421975,41,Female,Other,1.96814,20.19,0,0,0,0
1059343534,36,Female,Caucasian,1.12465,30.59,0,0,0,1
1069481819,52,Male,Caucasian,2.84677,13.54,0,0,0,0
1120451111,58,Female,Caucasian,3.44424,13.54,0,0,0,0
1121491201,34,Male,Caucasian,0.91378,17.98,0,0,0,0
1131663677,60,Female,Caucasian,15.49527,21.21,0,0,0,0
1153630292,36,Male,Caucasian,14.32078,46.69,0,0,1,0
1165433120,73,Female,African-American,9.8764,8.73,0,0,0,0
1181419958,53,Male,African-American,13.96043,15.67,0,0,0,0
2421287993,33,Female,Caucasian,1.19494,32.67,0,0,0,0
2663299125,50,Female,Hispanic,3.79569,12.01,0,0,0,0
2668585164,43,Female,Caucasian,1.44096,34.11,0,0,0,0
2679585882,64,Female,Hispanic,6.67324,22.58,0,0,0,0
2684546124,62,Male,Caucasian,99.99,22.89,0,0,0,0
2685585418,26,Male,Caucasian,0.42174,21.81,0,0,0,0
2686545914,28,Male,Hispanic,3.95056,53.51,0,1,0,0
2687634121,78,Female,Caucasian,14.16062,6.41,0,0,0,0
2687637282,53,Female,Caucasian,99.99,16.63,0,0,0,0
2688634126,66,Female,Caucasian,93.61227,5.17,0,0,0,0
2688585103,40,Male,Caucasian,16.50961,22.35,0,0,0,1
2688552150,68,Male,Caucasian,74.70029,6.6,0,0,0,0
2688585633,62,Male,Caucasian,3.09279,8.12,0,0,0,0
2688585119,28,Female,Caucasian,1.1598,18.48,0,0,0,0
2866585102,27,Male,Caucasian,3.4091,19.69,0,0,0,0
2866623143,61,Male,Caucasian,1.68698,5.78,0,0,0,0
2866559113,33,Female,African-American,0.70291,30.98,0,0,1,0
2867620202,74,Female,Caucasian,3.30366,4.66,0,0,0,0
2867617106,28,Female,Caucasian,26.87983,45.07,0,0,0,1
2867559107,37,Female,Caucasian,2.49532,22.63,0,0,0,0
2867559794,30,Female,Caucasian,99.99,23.54,0,0,0,0
2867559508,33,Male,Caucasian,3.7904,28.05,0,0,0,0
2966569947,75,Male,Hispanic,16.49626,8.63,0,0,0,0
2966569110,18,Female,Caucasian,15.04149,42.33,0,0,1,0
2966585901,51,Female,Caucasian,3.65511,19.41,0,0,0,0
2966651155,29,Female,African-American,5.90441,65.81,0,1,0,0
2966569573,63,Other,Caucasian,99.99,5.4,0,0,0,0
2966569208,40,Female,Caucasian,4.14715,12.97,0,0,0,0
3077574108,38,Male,African-American,4.31092,20.18,0,0,0,1
3077574953,38,Female,African-American,5.37723,55.95,0,1,0,0
3077605109,26,Female,Caucasian,9.19573,49.46,0,0,0,0
3077650927,46,Male,Caucasian,7.9812,21.97,0,0,0,0
3077574112,49,Female,Caucasian,6.2595,16.88,0,0,0,0
3077574100,42,Male,Hispanic,21.98167,20.59,0,0,0,0
3077574123,39,Male,Caucasian,2.98735,15.87,0,0,0,0
3116606226,32,Female,Caucasian,4.18229,30.15,0,0,0,0
3116578613,48,Male,Caucasian,1.89785,14.18,0,0,0,0
3116652773,64,Male,Caucasian,17.88429,20.16,0,1,0,0
3116669212,63,Female,Caucasian,19.84623,9.97,0,0,0,0
3116585102,45,Male,Other,2.03843,17.82,0,0,0,0
3116585109,31,Female,Caucasian,2.41571,33.58,0,0,0,0
3116640104,37,Female,Caucasian,24.75774,45.55,0,0,0,1
3116578112,28,Male,Other,4.35096,63.29,0,1,0,0
3117620214,75,Female,Other,22.35537,18.68,0,0,0,0
3141636314,42,Female,Caucasian,2.42503,15.72,0,0,0,0
3141580486,41,Female,Caucasian,99.99,45.53,1,1,0,0
3141580628,71,Male,Caucasian,4.44438,8.92,0,0,0,0
3141580109,68,Female,Caucasian,2.14386,13.56,0,0,0,0
3141580200,50,Male,Caucasian,24.03702,9.52,0,0,0,0
3187585955,25,Female,Caucasian,5.48267,39.72,0,0,0,1
3187585542,35,Female,Caucasian,10.87739,39.95,0,0,0,0
3209587121,33,Male,Hispanic,8.87541,44.8,0,0,1,0
3209587114,42,Male,Hispanic,2.70619,36.05,0,0,0,0
3209587129,26,Male,Caucasian,5.09607,35.81,0,0,0,0
3209587128,47,Female,African-American,7.12702,12.92,0,0,0,0
3256592121,31,Male,Caucasian,1.79241,21.78,0,0,0,0
3258592100,37,Other,Caucasian,94.81345,41.41,0,0,1,0
3260593171,32,Other,Caucasian,15.46858,49.09,0,1,0,0
3261593103,60,Female,Other,0.35145,15.54,0,0,0,0
3261593120,46,Male,Caucasian,21.38107,14.33,0,0,0,0
3266593791,51,Female,Caucasian,1.8627,13.09,0,0,0,0
3279595155,18,Male,African-American,4.89816,37.85,0,0,0,0
3279595957,49,Female,Caucasian,5.8858,15.6,0,0,0,0
3279595102,52,Male,Hispanic,4.97824,21.37,0,0,0,0
3279595148,50,Female,Caucasian,10.81066,58,0,1,0,0
3279595994,63,Female,Caucasian,2.03843,14.03,0,0,0,0
3287596744,24,Female,Other,3.90113,52.32,0,1,0,0
3296620781,74,Female,Caucasian,0.73805,6.28,0,0,0,0
3301631194,93,Male,Caucasian,1.54819,19.34,0,1,0,0
3301614742,21,Male,Caucasian,5.48541,59.7,0,1,0,0
3301638198,60,Female,Caucasian,18.48489,8.09,0,0,0,0
3301598118,31,Male,Caucasian,2.07357,28.02,0,0,0,0
3307649796,25,Male,Hispanic,1.82847,38,0,0,1,0
3323601116,28,Male,Caucasian,5.1384,47.7,0,0,0,0
3328601155,41,Other,Other,30.4033,27.99,0,0,0,0
3335602970,28,Other,African-American,14.2674,35.1,0,0,1,0
3340603824,54,Female,African-American,14.45425,12.84,0,0,0,0
3340670846,54,Male,Caucasian,3.83084,16.43,0,0,0,0
3340643123,30,Female,Caucasian,3.71032,49.49,0,1,0,0
3346603425,34,Female,African-American,2.6693,30.34,0,0,1,0
3347620606,62,Male,Caucasian,5.08501,16.5,0,0,0,0
3360605506,28,Female,Caucasian,5.9747,81.59,0,1,0,0
3360644364,28,Other,African-American,31.67122,53.9,0,0,1,0
3360605694,62,Male,African-American,15.62874,6.23,0,0,0,0
3360637126,45,Male,Caucasian,4.56889,22.54,0,0,0,0
3360606305,69,Female,Caucasian,99.99,5.91,0,0,0,0
3360605102,25,Male,African-American,16.06917,44.55,0,0,1,0
1047328486,61,Other,Other,57.57675,6.19,0,0,0,0
1061379102,68,Female,Caucasian,0.72071,36.32,0,1,0,0
1067585128,29,Male,Caucasian,1.16701,46.69,0,0,1,0
1119395243,55,Male,Caucasian,18.68508,17.07,0,0,0,0
1140673206,33,Female,Caucasian,1.1478,47.28,0,1,0,0
1204313748,33,Female,Other,1.4761,23.28,0,0,0,1
2329500916,64,Male,Caucasian,5.62325,7.5,0,0,0,0
2681545144,68,Female,African-American,15.9624,13.25,0,0,0,0
2681538780,31,Male,Caucasian,3.45674,28.55,0,0,0,1
2686585106,22,Male,Hispanic,7.64754,56.6,0,1,0,0
2686620284,74,Male,Caucasian,20.04642,17.59,0,0,0,0
2686585118,47,Male,Other,13.61342,14.77,0,0,0,0
2686585709,84,Male,Caucasian,10.99751,7.77,0,0,0,0
2687546963,69,Male,Caucasian,17.20362,7.07,0,0,0,0
2688620220,61,Female,Caucasian,0.49203,25.4,0,0,0,1
2714636986,29,Female,African-American,2.38902,45.85,0,0,0,0
2866601609,28,Female,Caucasian,5.83412,16.13,0,0,0,0
2867559512,26,Female,Caucasian,19.81953,49.01,0,0,1,0
2867559793,25,Female,Hispanic,5.44537,55.91,0,1,0,0
2966689143,28,Male,Other,7.69683,33.15,0,0,0,0
2966636653,32,Male,Caucasian,73.1521,62.23,0,1,0,0
2966585103,40,Male,Hispanic,0.56233,35.91,0,0,1,0
2966585110,63,Female,Hispanic,2.10872,12.99,0,0,0,0
3077574999,65,Female,Caucasian,21.92828,5.7,0,0,0,0
3077574345,65,Female,Caucasian,2.67104,6.71,0,0,0,0
3077574819,26,Female,Caucasian,26.17246,45.36,0,1,0,0
3077574118,63,Male,Hispanic,13.70684,22.73,1,0,0,1
3077574589,60,Male,Caucasian,2.70619,7.25,0,0,0,0
3077585968,19,Other,African-American,5.3386,51.05,0,0,0,1
3077574118,38,Male,African-American,4.52446,42.45,0,0,1,0
3077574838,23,Female,Hispanic,4.00657,42.51,0,0,1,0
3077595130,30,Male,Hispanic,3.83044,46.53,0,0,1,0
3077677370,44,Male,Caucasian,4.07686,46.21,0,0,1,0
3077620160,72,Male,Caucasian,3.65511,12.76,0,0,0,0
3077574810,40,Male,Other,0.57109,28.06,0,0,0,0
3077646516,24,Male,African-American,11.62479,53.22,0,1,0,0
3091576761,26,Male,Caucasian,4.25258,45.87,0,0,0,1
3091576667,79,Male,African-American,99.99,13.86,0,0,0,0
3091576617,78,Male,Caucasian,1.65183,6.41,0,0,0,0
3116614943,57,Female,Other,18.21796,13.5,0,0,0,0
3116677242,57,Male,Caucasian,16.95004,18.23,0,0,0,0
3116682155,39,Female,Hispanic,1.79241,35.83,0,0,1,0
3116578680,69,Male,Hispanic,2.33564,12.35,0,0,0,0
3116578112,27,Male,Other,9.51605,26.23,1,0,0,1
3116578601,32,Female,Hispanic,4.46346,41.1,0,0,1,0
3116578155,34,Male,Caucasian,1.44096,68.75,0,1,0,0
3116578103,36,Male,African-American,4.8852,54.26,0,1,0,0
3116578939,24,Female,Hispanic,2.65595,68.37,0,1,0,0
3116679332,47,Female,Caucasian,20.50021,19.39,0,0,0,0
3141580213,56,Male,Other,14.45425,13.32,0,0,0,0
3187628107,64,Male,Caucasian,17.16358,10.81,0,0,0,0
3187585109,53,Female,Caucasian,2.14386,8.38,0,0,0,0
3187585526,79,Male,Caucasian,15.53531,3.52,0,0,0,0
3187677671,49,Female,Caucasian,21.14084,21.56,0,0,0,1
3187585150,60,Female,Caucasian,35.95544,26.75,0,0,0,0
3187585150,57,Female,Caucasian,2.03843,44.09,0,0,0,0
3187585150,68,Female,Caucasian,12.172,25.47,0,0,0,1
3209620725,27,Male,Hispanic,0.52718,44.69,0,0,0,0
3209664802,49,Female,African-American,2.14386,16.66,0,0,0,0
3209587119,45,Male,Hispanic,19.93965,24.58,0,0,0,0
3229589545,26,Male,Caucasian,99.99,64.08,0,1,0,0
3260593390,53,Other,Other,7.76712,13.27,0,0,0,0
3260593940,43,Female,Hispanic,20.66036,37.59,0,0,0,1
3266593637,68,Female,Caucasian,21.00737,4.8,0,0,0,0
3266593150,74,Female,Caucasian,17.40382,22.33,0,0,0,1
3283596852,52,Female,Hispanic,15.60204,24.28,0,0,0,0
3287596146,73,Male,Caucasian,1.82756,5.74,0,0,0,0
3297598109,21,Female,Hispanic,3.09279,54.32,0,1,0,0
3301651497,36,Female,Caucasian,27.09337,45.17,0,1,0,0
3301669203,26,Male,Caucasian,6.00985,27.33,0,0,0,0
3301598171,36,Male,African-American,3.63024,33.36,0,0,0,0
3301640715,55,Female,Caucasian,3.93628,8.41,0,0,0,0
3302598633,47,Female,African-American,1.04103,24.42,0,0,0,0
3307600116,38,Other,Other,4.95155,56.79,0,0,1,0
3317600150,48,Female,Caucasian,3.58482,21.73,0,0,0,0
3317601964,25,Female,Caucasian,3.58482,36.56,0,0,0,0
3328601748,56,Female,Hispanic,1.68698,15.84,0,0,0,0
3330601109,35,Female,African-American,4.69796,14.52,0,0,0,0
3335602139,47,Other,African-American,2.6426,10.59,0,0,0,0
3335602939,86,Male,Caucasian,14.02716,9.37,0,0,0,0
3340603161,33,Female,Other,5.37723,26.4,0,0,0,1
3340603105,18,Male,African-American,3.39001,42.28,0,0,1,0
3340603128,61,Male,African-American,3.52347,13.25,0,0,0,0
3347603155,55,Male,Hispanic,2.60075,21.33,0,0,0,0
3360605206,25,Other,Hispanic,4.63123,46.86,0,0,1,0
3360605427,23,Female,Hispanic,6.05931,52.99,0,1,0,0
3360605218,39,Male,Caucasian,33.16602,20.18,0,0,0,0
3360605922,57,Male,Caucasian,5.28521,14.86,0,0,0,0
3360605207,57,Female,African-American,14.88133,9.27,0,0,0,0
3360605155,56,Male,Caucasian,1.44096,23.01,0,0,0,0
3360605745,34,Male,Hispanic,4.81491,37.41,0,0,0,0
3360606838,30,Male,African-American,0.88087,34.21,0,0,0,0
3368606224,27,Male,Caucasian,4.53375,30.9,0,0,0,1
3368606187,29,Male,Hispanic,0.70291,28.99,0,0,0,1
3368673372,33,Male,African-American,3.80375,36.78,0,0,0,0
3368644162,28,Female,African-American,0.31038,42.99,0,0,0,0
1053399533,57,Male,Caucasian,17.67075,19.1,0,0,1,0
1054679632,29,Female,Caucasian,33.23275,56.59,0,1,0,0
1056640839,33,Male,Caucasian,0.7732,35.65,0,0,1,0
1058497994,59,Female,Caucasian,1.20118,21.93,0,0,0,0
1073611111,34,Female,Caucasian,4.32287,36.76,0,0,1,0
1073667137,54,Female,Caucasian,21.98167,9.96,1,0,0,0
1132408645,36,Male,Caucasian,0.12415,21.92,0,0,0,0
1136676834,51,Female,Caucasian,0.63262,26.05,0,0,0,0
1139427805,35,Female,Caucasian,40.94702,55.42,0,1,0,0
1216374118,47,Male,African-American,18.28469,15.03,0,0,0,0
2486666210,54,Female,Caucasian,21.2743,12.28,0,0,0,0
2665585857,64,Male,Caucasian,6.18558,33.72,0,0,0,0
2671677106,68,Female,Caucasian,15.08153,7.1,0,0,0,0
2680585109,41,Female,Caucasian,3.43005,24.78,0,0,0,1
2684585900,77,Male,Caucasian,2.17548,9.74,0,0,0,0
2685585118,79,Female,Other,0.89421,6.88,0,0,0,0
2685585376,51,Male,Caucasian,81.89405,8.42,0,0,0,0
2686585505,26,Male,African-American,1.23009,36.13,0,0,1,0
2687652199,34,Female,Caucasian,5.05832,32.63,0,0,0,1
2689585115,60,Male,Caucasian,25.49179,9.23,0,0,0,0
2714585100,38,Female,Caucasian,1.20118,28.13,0,0,0,0
2866677176,53,Male,Caucasian,3.30366,8.66,0,0,0,0
2866669236,28,Male,Caucasian,6.85334,29.54,0,0,0,0
2866559123,18,Male,Caucasian,2.6359,42.44,0,0,0,0
2866651924,76,Female,Caucasian,1.58154,4.3,0,0,0,0
2867559109,21,Male,Caucasian,0.87863,42.79,0,0,0,0
2867656982,29,Male,Caucasian,68.2139,33.38,0,0,0,0
2867585995,28,Female,Caucasian,1.29461,46.12,0,0,0,0
2867559212,26,Female,Hispanic,1.33465,41.3,0,0,1,0
2867559997,71,Male,Hispanic,16.37614,5.58,0,0,0,0
2966569339,61,Female,Hispanic,12.89271,9.57,0,0,0,0
2966585943,63,Female,Other,13.60007,19.51,0,0,0,0
3077675130,31,Male,Hispanic,25.70534,52.91,0,1,0,0
3077574983,53,Female,Caucasian,2.46017,37.13,0,0,0,1
3077585870,44,Female,African-American,7.2071,13.27,0,0,0,0
3091576117,30,Female,Hispanic,13.26641,47.57,0,1,0,0
3091576723,50,Male,Caucasian,2.70619,8.29,0,0,0,0
3116578157,36,Female,Caucasian,0.91378,36.2,0,0,1,0
3116578103,58,Female,Caucasian,15.37515,5.2,0,0,0,0
3116685129,40,Female,African-American,0.61394,20.66,0,0,0,1
3116677118,39,Female,Caucasian,3.69026,28.52,0,0,0,0
3116578650,29,Female,Hispanic,5.27186,47.02,0,0,1,0
3116578202,38,Male,Other,17.4839,15.65,0,0,0,0
3116578755,62,Male,Caucasian,2.84677,10.4,0,0,0,0
3116578172,28,Male,Other,2.28225,37.69,0,0,0,0
3116650115,46,Female,Other,1.96814,22.77,0,0,0,0
3116578392,86,Female,Other,0.94892,8.4,0,0,0,0
3116650390,59,Male,Caucasian,3.84379,7.21,0,0,0,0
3116578558,41,Female,African-American,3.37395,19.64,0,0,0,0
3116578150,87,Male,Caucasian,11.23774,35.87,0,0,0,1
3141580797,44,Male,Caucasian,1.93299,39.28,0,0,0,0
3141620214,63,Male,Caucasian,1.08951,9.58,0,0,0,0
3141580203,53,Female,Caucasian,2.10872,17.73,0,0,0,0
3141580768,29,Female,Caucasian,6.31289,33.83,0,0,0,0
3187585106,38,Male,Caucasian,99.99,43.75,0,0,1,0
3187585930,59,Female,African-American,2.07357,8.92,0,0,0,0
3187585165,44,Male,Other,0.31631,30,0,0,0,0
3187585201,26,Male,Caucasian,6.53703,19.52,0,0,0,0
3209587807,56,Male,Hispanic,1.22788,15.32,0,0,0,0
3209685130,46,Male,Caucasian,24.21053,19.1,0,0,0,1
3209603116,26,Male,Other,1.05436,41.6,1,0,0,0
3229589128,30,Female,Caucasian,5.02578,32.7,0,0,0,0
3229589748,27,Female,Hispanic,8.78199,35.23,0,0,1,0
3229589103,30,Female,Hispanic,1.01433,41.48,0,0,0,0
3260593155,47,Male,Other,0.73805,22.02,0,0,0,0
3260593124,42,Female,Caucasian,8.58179,22.02,0,0,0,0
3260593792,62,Male,African-American,13.05287,7.34,0,0,0,0
3279651671,38,Female,Hispanic,18.92532,25.68,0,0,0,0
3279595106,23,Female,Hispanic,7.09936,49.97,0,1,0,0
3280595125,35,Other,African-American,16.93669,54.67,0,1,0,0
3280595124,62,Female,Caucasian,99.99,23.1,0,0,0,0
3282595109,26,Female,Caucasian,0.94892,40.56,0,0,0,0
3283596142,25,Female,Hispanic,9.68955,36.95,0,0,0,0
3296672927,24,Female,Caucasian,25.33163,51.27,0,0,1,0
3301598116,32,Male,Caucasian,4.85005,19.7,0,0,0,0
3302598730,22,Male,Hispanic,18.41815,52.23,0,1,0,0
3323674366,61,Male,African-American,3.20316,12.98,0,0,0,0
3323601714,29,Male,Caucasian,2.00328,44.44,0,0,1,0
3323652206,72,Male,Other,14.72118,8.94,0,0,0,0
3328601107,19,Female,Hispanic,3.09639,57.71,0,0,0,0
3335630601,34,Female,Hispanic,4.33761,22.63,0,0,0,0
3335602214,45,Male,Caucasian,4.53375,26.11,0,0,0,0
3335602197,40,Male,Hispanic,25.51848,27.86,0,0,0,1
3340684126,43,Female,Caucasian,1.58154,32.7,0,0,0,0
3340603825,54,Male,Caucasian,2.67104,3.39,0,0,0,0
3340603129,19,Male,Caucasian,9.94313,28.71,0,0,0,0
3340603297,32,Female,Caucasian,3.0225,26.91,0,0,0,0
3346671103,26,Male,Caucasian,6.11529,40.13,0,0,0,0
3346603108,21,Male,Hispanic,2.38988,38.78,0,0,1,0
3347603634,27,Female,Hispanic,5.56549,42.03,0,0,1,0
3347611840,57,Female,Hispanic,1.82756,23.39,0,0,0,0
3347603128,22,Male,Hispanic,2.6359,50.22,0,1,0,0
3347603861,21,Female,Caucasian,1.58154,20.34,0,0,0,0
3347603121,34,Female,Caucasian,24.18384,43.29,0,0,1,0
3347603991,34,Other,Other,6.69994,69.7,0,1,0,0
3347603153,34,Male,Hispanic,4.88481,36.29,0,0,1,0
3360650206,23,Male,Caucasian,23.63663,57.23,0,1,0,0
1111508175,32,Male,Caucasian,1.82756,30.65,0,0,0,0
1111677443,57,Male,Caucasian,3.96391,22.45,0,0,1,0
1115332996,51,Male,Hispanic,9.3838,36.75,0,0,1,0
1129623713,24,Female,Caucasian,46.28562,22.64,0,0,0,0
1130620856,52,Female,Caucasian,2.95221,7.77,0,0,0,0
1136349775,43,Female,Caucasian,1.26523,32.19,0,0,0,0
1146442107,25,Male,African-American,2.07357,37.32,0,0,1,0
2662300103,50,Female,Hispanic,99.99,19.91,0,0,0,0
2663666531,35,Female,Caucasian,99.99,66.85,0,1,0,0
2664620118,38,Male,Caucasian,5.37863,55.35,0,1,0,0
2680585135,47,Female,African-American,86.80556,6.87,0,0,0,0
2680585122,65,Male,Caucasian,21.02072,4.93,0,0,0,0
2681542150,40,Female,Caucasian,2.46017,31.78,0,0,0,0
2685585130,43,Male,Caucasian,3.79569,13.43,0,0,0,0
2685541121,53,Female,Caucasian,0.87863,8.18,0,0,0,0
2685585663,70,Male,Caucasian,1.65183,6.23,0,0,0,0
2685677888,85,Male,Caucasian,8.27482,6.44,0,0,0,0
2686585887,57,Male,Caucasian,99.99,21.2,0,0,0,0
2688550436,64,Female,African-American,1.50815,8.98,0,0,0,0
2688677150,67,Female,Caucasian,76.27518,37.84,0,0,1,0
2688620812,55,Male,Caucasian,3.19822,5.44,0,0,0,0
2688677128,50,Male,Caucasian,99.99,6.09,0,0,0,0
2713553100,29,Female,Hispanic,4.1641,44.76,0,0,1,0
2713644145,55,Female,Caucasian,16.95004,17.61,0,0,0,0
2866559560,41,Female,Caucasian,1.79241,32.52,0,0,0,0
2867650590,38,Male,Caucasian,2.35474,31.78,0,0,0,0
2867559128,55,Other,Caucasian,1.30038,11.4,0,0,0,0
2867559120,46,Male,Caucasian,2.40237,22.09,0,0,0,0
2867559425,27,Male,Hispanic,1.38803,44.85,0,0,0,0
2966569217,42,Female,Hispanic,3.72367,43.78,0,0,1,0
2966605400,48,Female,Hispanic,1.79241,33.73,0,0,0,1
2966620557,34,Female,Caucasian,0.45689,43.79,0,0,0,0
2966635130,28,Male,Caucasian,11.81164,63.4,0,1,0,0
2966569885,49,Female,Caucasian,99.99,13.7,0,0,0,0
2966569315,30,Male,Caucasian,1.40581,33.01,0,0,0,0
2966569121,35,Male,Hispanic,5.89915,14.31,0,0,0,0
2966666149,81,Female,Caucasian,7.94284,7.13,0,0,0,0
3077646219,41,Male,Hispanic,7.92781,29.55,0,0,0,0
3077574297,27,Male,African-American,41.94801,30.24,0,0,0,1
3077574521,27,Female,African-American,0.78744,38.36,0,0,1,0
3077585967,46,Male,Caucasian,3.37395,16.6,0,0,0,0
3091576151,69,Female,Caucasian,22.84919,5.9,0,0,0,0
3091576824,51,Female,Caucasian,17.15024,6.86,0,0,0,0
